Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Nissan,Altima,1.4,Petrol,2001,134577,4275
Toyota,Yaris,1.2,Hybrid,2015,48032,20335
Porsche,911,2.6,Petrol,1992,203933,4573
Nissan,Altima,1.2,Petrol,2011,86976,11022
Ford,Focus,1.8,Diesel,2011,58891,18670
Nissan,Juke,1.2,Petrol,2008,105951,6628
Nissan,Altima,1.4,Petrol,2014,22728,21835
Nissan,Altima,2.0,Petrol,2012,50743,19357
Toyota,Corolla,2.4,Hybrid,2015,54570,42182
Nissan,Juke,1.2,Petrol,2017,8117,22509
Ford,Puma,2.0,Diesel,1998,166041,3668
Toyota,Yaris,1.2,Hybrid,2006,107443,7433
BMW,M5,4.4,Petrol,2004,121602,22226
Ford,Focus,1.0,Petrol,2001,147671,3544
Toyota,Matrix,1.4,Hybrid,1994,181321,2584
Ford,Focus,1.8,Diesel,2013,13613,27857
Nissan,Juke,1.6,Petrol,1992,289310,537
BMW,X3,3.0,Petrol,2005,30596,21190
Nissan,Murano,2.0,Diesel,2015,44191,32214
Toyota,Yaris,1.0,Petrol,2008,62748,8835
Nissan,Murano,1.6,Diesel,1996,163058,3397
Toyota,Matrix,1.4,Hybrid,1985,157052,1740
Nissan,Altima,1.8,Petrol,2018,32271,30618
Nissan,Altima,2.0,Diesel,2008,98352,11275
Nissan,Altima,2.0,Petrol,1996,221731,1740
BMW,X3,2.0,Petrol,2003,163120,5843
Nissan,Juke,1.0,Petrol,2003,133628,3505
Ford,Focus,1.4,Hybrid,2002,169692,4481
Ford,Focus,1.4,Diesel,2003,114440,6536
Nissan,Altima,2.0,Petrol,2017,34668,29774
Nissan,Juke,2.0,Petrol,1993,187481,1626
Porsche,718 Cayman,4.0,Petrol,2005,91085,19059
Toyota,Yaris,1.4,Petrol,2012,84548,11778
BMW,X3,2.0,Diesel,2011,84363,19220
Ford,Focus,1.8,Diesel,2003,99729,8270
Toyota,Yaris,1.2,Petrol,2001,87046,5146
Nissan,Juke,1.6,Petrol,1994,215627,1213
BMW,Z4,3.0,Petrol,2009,123176,14033
Toyota,Matrix,1.8,Hybrid,2004,151228,7348
Toyota,Yaris,1.2,Hybrid,2006,118180,6854
Ford,Fiesta,1.4,Petrol,1992,216494,879
Ford,Puma,2.0,Diesel,1987,142634,2136
Nissan,Altima,1.2,Petrol,1989,325529,319
Nissan,Juke,1.6,Petrol,2010,95812,9420
Ford,Focus,1.4,Diesel,2011,43671,18110
Toyota,Yaris,1.4,Hybrid,2001,116331,5380
Toyota,Corolla,2.0,Hybrid,2004,127073,11047
Toyota,Corolla,2.0,Hybrid,2011,78559,25172
Porsche,911,2.2,Petrol,1993,205555,4432
Toyota,Matrix,1.4,Hybrid,2000,209147,3021
Toyota,Corolla,2.0,Hybrid,2006,184166,7883
Nissan,Juke,1.2,Petrol,2018,37643,20413
Ford,Puma,1.8,Petrol,1996,117214,4294
Ford,Focus,1.4,Petrol,1993,249028,1013
Nissan,Altima,1.2,Petrol,2000,136496,3647
Nissan,Juke,2.0,Petrol,2004,123055,5756
Toyota,Corolla,2.4,Hybrid,1995,150518,5505
BMW,Z4,3.0,Petrol,2012,80024,23522
Nissan,Altima,1.2,Petrol,2005,84622,7511
Nissan,Murano,2.0,Petrol,2006,115648,10297
Toyota,Matrix,1.4,Hybrid,1999,83011,7807
Toyota,Matrix,1.4,Hybrid,2011,67989,19244
Toyota,Yaris,1.0,Hybrid,1998,189034,2051
Toyota,Matrix,1.0,Hybrid,2009,92500,12018
Toyota,Matrix,1.0,Hybrid,1990,188796,1568
Toyota,Matrix,1.0,Hybrid,2019,2000,40810
BMW,Z4,2.4,Petrol,2016,43592,34800
BMW,M5,4.0,Petrol,2007,112384,27770
Toyota,Yaris,1.0,Hybrid,2007,64665,9795
BMW,X3,2.4,Diesel,2005,87874,13769
Toyota,Corolla,2.2,Petrol,2002,160655,6442
Nissan,Altima,1.4,Petrol,2015,28684,22569
Ford,Focus,2.0,Diesel,2018,46169,33995
Nissan,Altima,1.6,Petrol,2017,60874,22655
BMW,Z4,3.0,Petrol,1998,192942,3784
Nissan,Juke,2.0,Petrol,2008,88079,9741
Toyota,Matrix,1.8,Hybrid,2017,31725,40787
Ford,Puma,1.6,Hybrid,2016,24227,34277
Ford,Fiesta,1.0,Petrol,2009,37130,9150
BMW,X3,2.0,Petrol,1997,170615,3677
Ford,Focus,1.0,Petrol,2002,155534,3552
Ford,Puma,2.0,Diesel,1989,248962,965
Ford,Puma,2.0,Diesel,2000,224846,2505
Toyota,Yaris,1.0,Petrol,2018,20702,22170
BMW,Z4,2.4,Petrol,2002,173349,5232
Ford,Puma,1.6,Diesel,2007,108973,9420
Nissan,Murano,1.4,Diesel,2001,187324,3607
Nissan,Murano,1.8,Diesel,2012,32841,26769
Nissan,Murano,1.8,Diesel,2007,48551,17455
BMW,Z4,3.0,Petrol,1990,217709,1782
Toyota,Matrix,1.4,Hybrid,2015,58985,26648
Porsche,718 Cayman,2.4,Petrol,2018,31352,51704
Nissan,Altima,1.4,Hybrid,2018,16560,35388
Ford,Focus,1.0,Hybrid,2010,100881,11140
Ford,Focus,1.0,Petrol,2000,166441,2839
Ford,Fiesta,1.2,Petrol,1997,226747,1035
Ford,Puma,1.6,Hybrid,2006,132304,8417
Toyota,Corolla,2.0,Hybrid,2020,17832,66731
Toyota,Corolla,2.2,Hybrid,2008,92883,19547
Ford,Fiesta,1.2,Petrol,2002,129930,3299
Ford,Fiesta,1.4,Petrol,1996,157640,1909
Nissan,Altima,2.0,Petrol,2004,183721,4151
Ford,Focus,1.8,Petrol,2013,34240,23639
Nissan,Murano,1.8,Petrol,2001,205078,3333
Toyota,Matrix,1.8,Hybrid,2001,133295,6951
Nissan,Murano,2.0,Diesel,2007,91097,13852
Toyota,Yaris,1.4,Hybrid,2010,75810,13139
Nissan,Murano,1.4,Petrol,2006,125811,7967
Toyota,Matrix,1.4,Hybrid,1999,138637,5142
Ford,Puma,2.0,Hybrid,2008,107341,13025
Nissan,Juke,1.6,Petrol,1990,166667,1422
Toyota,Yaris,1.4,Petrol,2001,179262,2688
Nissan,Juke,1.2,Petrol,1995,179135,1546
Nissan,Murano,2.0,Petrol,2011,46588,23156
Toyota,Yaris,1.4,Petrol,2011,77233,11591
Nissan,Altima,1.4,Diesel,1998,244937,1414
Nissan,Juke,1.4,Petrol,2001,78079,5479
Toyota,Matrix,1.8,Hybrid,2005,107494,11068
Porsche,718 Cayman,4.0,Petrol,2013,48501,43163
Nissan,Murano,2.0,Petrol,1995,176741,3014
Ford,Puma,2.0,Diesel,2008,86765,13230
Ford,Focus,1.0,Petrol,2011,63083,12898
BMW,Z4,2.0,Petrol,2012,39537,24934
Ford,Puma,1.8,Diesel,2016,76198,23021
Nissan,Altima,1.6,Diesel,2008,89044,10782
Toyota,Corolla,2.4,Hybrid,1986,350001,487
Ford,Fiesta,1.4,Petrol,1995,222533,1016
Toyota,Corolla,2.0,Hybrid,2005,37240,21985
Ford,Focus,1.4,Diesel,2015,49677,22788
Porsche,911,3.5,Petrol,1997,186384,8635
Nissan,Murano,1.4,Diesel,2009,117542,10891
Toyota,Matrix,1.8,Hybrid,2017,13536,45131
Nissan,Murano,1.6,Diesel,2001,92307,8233
Ford,Fiesta,1.0,Hybrid,2006,158759,3737
Ford,Puma,1.8,Petrol,1994,183681,2184
Ford,Fiesta,1.4,Petrol,1989,224658,668
Ford,Focus,2.0,Petrol,1991,299114,662
Toyota,Yaris,1.4,Hybrid,1996,240617,1339
Porsche,Cayenne,3.5,Petrol,1990,220936,2678
BMW,Z4,2.4,Petrol,1988,241679,1122
Ford,Fiesta,1.4,Petrol,1986,115119,1375
Toyota,Yaris,1.4,Hybrid,2008,69861,11970
BMW,X3,2.4,Diesel,2012,88847,21807
BMW,M5,5.0,Petrol,2015,49299,81812
Toyota,Corolla,2.2,Hybrid,1986,251701,1189
Toyota,Corolla,2.2,Hybrid,2004,157558,9064
Nissan,Murano,1.6,Diesel,2009,73440,16004
Toyota,Matrix,1.0,Hybrid,1997,181664,2659
Ford,Focus,1.0,Petrol,1994,152887,2130
Nissan,Murano,1.4,Diesel,1998,200187,2639
Ford,Puma,1.6,Diesel,2004,39920,12305
Ford,Puma,1.6,Diesel,1994,209387,1726
Toyota,Yaris,1.2,Hybrid,1992,260031,793
Nissan,Murano,1.4,Diesel,2019,33712,37457
Toyota,Corolla,2.2,Hybrid,2009,20191,33184
Ford,Fiesta,1.2,Petrol,1994,206118,1020
BMW,M5,5.0,Petrol,2002,108859,22844
Nissan,Murano,1.8,Petrol,2017,34305,35278
Toyota,Corolla,1.8,Petrol,1990,238797,1318
Toyota,Matrix,1.4,Hybrid,1999,116462,6115
Toyota,Yaris,1.0,Petrol,1996,186986,1523
Nissan,Altima,1.6,Petrol,1993,197421,1582
Ford,Focus,1.4,Petrol,1987,312265,374
Ford,Puma,1.4,Diesel,1998,179411,2739
Toyota,Matrix,1.8,Hybrid,1987,199001,1575
Porsche,911,3.0,Petrol,2007,146796,21718
Ford,Focus,2.0,Petrol,2008,47706,16466
BMW,M5,5.0,Petrol,1995,160666,9500
Nissan,Altima,1.4,Petrol,2008,55044,12073
Nissan,Altima,2.0,Petrol,2011,55341,17591
BMW,X3,3.0,Diesel,1991,143497,3967
Toyota,Corolla,1.8,Petrol,1998,211042,2887
Nissan,Murano,2.0,Petrol,2017,59809,31785
Ford,Puma,2.0,Petrol,2017,33348,32404
Nissan,Altima,1.4,Petrol,1989,157441,1595
BMW,X3,3.0,Diesel,2008,63927,22133
Nissan,Murano,2.0,Diesel,2016,47044,33839
Ford,Focus,2.0,Diesel,1996,174665,3012
Nissan,Altima,1.4,Petrol,2016,3500,27640
Toyota,Corolla,1.8,Hybrid,2002,99416,11305
Ford,Puma,1.8,Hybrid,2010,69916,18400
Ford,Fiesta,1.0,Petrol,2001,159473,2218
Ford,Fiesta,1.0,Petrol,2008,89879,6066
Ford,Fiesta,1.2,Petrol,2002,85642,4589
Nissan,Murano,2.0,Diesel,1993,75100,6089
Nissan,Altima,1.6,Petrol,2002,125223,5258
Ford,Puma,1.4,Diesel,2005,79493,9534
Toyota,Corolla,1.8,Hybrid,1993,268808,1462
Porsche,911,3.5,Petrol,2001,177008,12221
Nissan,Murano,1.4,Diesel,1996,235074,1688
Nissan,Murano,1.8,Diesel,2016,33896,34736
BMW,Z4,2.4,Petrol,2020,7849,55579
Nissan,Juke,1.4,Petrol,1995,252386,867
Ford,Fiesta,1.2,Petrol,2015,28415,15730
Toyota,Corolla,1.8,Hybrid,2016,65475,36394
Toyota,Corolla,2.0,Hybrid,2010,83093,22822
Nissan,Murano,1.4,Diesel,1995,266529,1181
Nissan,Murano,1.4,Diesel,2010,60826,17395
BMW,M5,5.0,Petrol,1988,245805,2812
Porsche,718 Cayman,4.0,Petrol,2020,17933,82236
Ford,Fiesta,1.4,Petrol,2020,25610,24092
Ford,Puma,1.6,Diesel,1991,165556,2065
Nissan,Altima,1.2,Petrol,2016,31747,21946
Ford,Focus,1.6,Petrol,2003,165217,4431
Ford,Focus,1.0,Petrol,2007,178316,4093
Toyota,Corolla,2.2,Hybrid,1995,228107,2690
Ford,Focus,1.8,Petrol,1994,152222,2873
Nissan,Altima,1.8,Petrol,2003,172220,4065
Toyota,Yaris,1.2,Petrol,2016,24799,20775
Toyota,Matrix,1.8,Hybrid,2011,58502,23216
Toyota,Matrix,1.4,Hybrid,2000,135885,5618
BMW,Z4,2.2,Petrol,1996,38352,9063
Toyota,Matrix,1.0,Hybrid,2009,109436,10615
Nissan,Altima,1.2,Petrol,1994,125748,2660
Nissan,Juke,1.6,Petrol,2006,173105,3915
Nissan,Altima,2.0,Petrol,2011,76239,15329
Nissan,Juke,1.0,Petrol,2017,51613,16009
Nissan,Juke,1.0,Petrol,2010,54239,9874
Nissan,Murano,1.6,Diesel,2003,149918,6040
Ford,Focus,1.6,Petrol,2006,53274,12449
Ford,Fiesta,1.4,Petrol,1996,233134,987
Ford,Focus,1.4,Petrol,1993,139390,2630
Toyota,Corolla,2.2,Hybrid,1994,143988,5200
Nissan,Altima,1.2,Petrol,2017,53487,20568
Ford,Puma,1.4,Diesel,2000,79779,6817
Nissan,Altima,1.6,Petrol,2012,50368,17353
Nissan,Altima,1.2,Petrol,2020,28655,29166
Nissan,Murano,1.8,Diesel,2013,25356,29867
Nissan,Altima,1.4,Petrol,1991,120037,2459
Nissan,Murano,1.6,Diesel,2022,5969,56962
Toyota,Corolla,2.4,Hybrid,2003,33021,21605
Porsche,718 Cayman,2.0,Petrol,2014,19679,38608
Nissan,Juke,1.4,Petrol,1996,134809,2576
Nissan,Murano,1.6,Diesel,2004,109540,8863
Ford,Fiesta,1.4,Petrol,2010,60749,9997
Ford,Fiesta,1.2,Petrol,1999,167624,1986
Nissan,Altima,1.2,Petrol,2002,27626,8836
BMW,M5,5.0,Petrol,2004,71523,34036
Ford,Focus,1.0,Petrol,2007,85350,8496
BMW,Z4,2.0,Petrol,1993,257706,1233
Nissan,Murano,1.6,Diesel,2016,54206,28943
BMW,X3,2.4,Petrol,2013,70675,25163
Ford,Fiesta,1.2,Petrol,2012,43029,11817
Nissan,Altima,1.4,Petrol,2011,94561,11279
Toyota,Corolla,2.0,Hybrid,2002,179920,6262
Ford,Fiesta,1.0,Petrol,1992,175802,1061
Nissan,Altima,1.8,Diesel,1996,158551,3002
Nissan,Juke,1.2,Petrol,1989,259229,505
Ford,Puma,1.6,Diesel,1993,207252,1645
Nissan,Murano,1.4,Diesel,1991,170903,2131
Nissan,Altima,1.8,Diesel,2014,70593,19376
Ford,Puma,1.4,Diesel,2012,63781,16895
Nissan,Murano,2.0,Diesel,1987,223409,1231
Ford,Puma,2.0,Diesel,2001,206453,3158
Ford,Puma,1.8,Diesel,1988,234653,977
Nissan,Altima,1.6,Petrol,1994,176953,2020
Nissan,Murano,2.0,Diesel,1988,69476,4531
Toyota,Corolla,2.4,Hybrid,2021,12923,80232
BMW,Z4,2.0,Petrol,2007,68709,14858
Toyota,Matrix,1.4,Hybrid,2004,119919,8312
Toyota,Corolla,2.0,Petrol,2010,74142,20224
Ford,Fiesta,1.0,Petrol,2016,26719,15498
Nissan,Altima,1.2,Petrol,2012,67103,13496
Nissan,Murano,2.0,Diesel,1993,210533,2062
Toyota,Yaris,1.2,Hybrid,1987,272358,506
Ford,Fiesta,1.2,Petrol,1997,117667,2599
Toyota,Matrix,1.4,Hybrid,2004,89840,10384
Ford,Puma,1.8,Diesel,2006,82180,11342
Toyota,Yaris,1.4,Petrol,2015,51429,17921
Ford,Focus,1.6,Petrol,1998,163601,3218
Nissan,Altima,1.4,Petrol,2016,47696,21548
Ford,Puma,1.4,Diesel,1998,175299,2837
Nissan,Murano,1.6,Diesel,2002,139693,6138
Nissan,Juke,2.0,Petrol,1993,207700,1361
Ford,Focus,1.6,Diesel,1994,349310,468
BMW,Z4,2.0,Petrol,2019,16194,45410
Nissan,Murano,1.8,Petrol,2011,49742,21544
Nissan,Juke,1.6,Petrol,1997,86657,4226
Ford,Focus,1.4,Petrol,2017,5812,31824
BMW,M5,5.0,Petrol,1998,161727,11501
Nissan,Altima,1.6,Diesel,1995,108593,3930
Nissan,Juke,1.2,Petrol,2007,124150,5400
Nissan,Murano,1.4,Petrol,2017,32384,31463
Toyota,Yaris,1.4,Petrol,1991,198280,1170
Toyota,Yaris,1.4,Hybrid,2001,169562,3504
Ford,Fiesta,1.0,Petrol,2004,83663,4854
Toyota,Yaris,1.4,Hybrid,2009,63296,13362
Toyota,Matrix,1.4,Hybrid,1993,218693,1739
Ford,Fiesta,1.4,Petrol,2017,38926,18259
Porsche,Cayenne,3.0,Petrol,1995,139908,6925
Toyota,Corolla,2.0,Hybrid,2002,62947,15338
Nissan,Altima,2.0,Hybrid,2019,12030,46323
Nissan,Altima,1.8,Petrol,2003,66624,9100
Nissan,Juke,1.0,Diesel,2016,30102,17894
Toyota,Yaris,1.4,Petrol,2012,51161,14697
Nissan,Juke,1.6,Petrol,2002,184677,2715
Ford,Puma,1.4,Diesel,1993,150741,2496
Toyota,Matrix,1.0,Hybrid,2000,130539,4954
BMW,Z4,3.0,Petrol,2018,18069,51503
Toyota,Yaris,1.0,Hybrid,1998,311398,665
Ford,Puma,1.4,Hybrid,1992,133311,3071
Porsche,718 Cayman,2.4,Petrol,2014,53067,34734
BMW,X3,2.0,Diesel,2010,104729,15528
Nissan,Altima,1.2,Petrol,1990,141844,1793
Nissan,Murano,2.0,Diesel,1998,108816,6678
BMW,Z4,2.0,Petrol,2006,122232,9449
Ford,Fiesta,1.2,Petrol,1990,269829,436
Nissan,Altima,1.4,Diesel,1997,113910,4036
Nissan,Murano,1.8,Diesel,1989,315151,566
Toyota,Yaris,1.4,Hybrid,1991,188329,1531
BMW,X3,2.0,Diesel,2007,59391,17412
Nissan,Juke,1.6,Petrol,2016,46640,19537
Ford,Puma,2.0,Diesel,2021,8807,50872
BMW,M5,5.0,Petrol,2012,96055,48889
Ford,Fiesta,1.4,Petrol,2001,166620,2472
Toyota,Yaris,1.4,Petrol,2001,82602,5734
Ford,Focus,1.0,Petrol,1994,240127,993
Toyota,Corolla,1.8,Hybrid,2001,173895,5851
Nissan,Murano,2.0,Petrol,2010,102566,14828
Nissan,Murano,1.6,Petrol,2001,169110,4292
Ford,Puma,1.4,Diesel,2008,79281,11661
BMW,Z4,2.2,Petrol,2017,38077,36815
Nissan,Murano,2.0,Diesel,2009,46726,21261
Ford,Fiesta,1.0,Petrol,1998,210873,1165
BMW,Z4,2.2,Petrol,1994,204355,2245
Porsche,Cayenne,3.0,Diesel,2018,29596,72597
Nissan,Altima,1.2,Petrol,1999,49554,6349
Nissan,Altima,1.4,Petrol,1985,325743,264
Nissan,Juke,1.4,Diesel,1992,189321,1315
Toyota,Matrix,1.0,Hybrid,1987,186236,1312
Nissan,Murano,2.0,Diesel,2000,151868,5441
Nissan,Juke,2.0,Petrol,2010,70884,12529
Nissan,Altima,1.4,Diesel,2001,85231,6497
Toyota,Matrix,1.8,Hybrid,1989,151314,2701
Toyota,Yaris,1.2,Petrol,2020,15304,28579
Nissan,Altima,1.4,Petrol,2003,65746,8072
BMW,Z4,3.0,Petrol,2013,58991,28930
Nissan,Juke,1.4,Petrol,2018,25776,23615
Porsche,718 Cayman,2.4,Petrol,2005,141009,10099
Nissan,Murano,1.8,Petrol,1998,198758,2886
Ford,Fiesta,1.2,Petrol,2007,125499,4767
Nissan,Altima,1.2,Petrol,2018,22918,26365
Toyota,Matrix,1.8,Hybrid,2013,42931,29234
Porsche,Cayenne,3.0,Diesel,1999,147719,8912
Porsche,718 Cayman,2.0,Petrol,2008,145869,10827
Nissan,Murano,1.8,Diesel,2001,171341,4690
BMW,Z4,2.2,Petrol,1993,152205,3280
Toyota,Corolla,2.2,Hybrid,2011,67372,28471
BMW,M5,4.0,Petrol,2006,122754,24000
BMW,M5,4.0,Petrol,1999,181191,9325
Toyota,Yaris,1.4,Hybrid,2018,40081,28157
Nissan,Juke,1.6,Diesel,2014,32672,19517
Ford,Fiesta,1.4,Hybrid,2006,160929,4343
Ford,Puma,1.6,Diesel,1995,189573,2196
Ford,Focus,2.0,Petrol,2008,94491,12035
Ford,Puma,1.8,Diesel,1995,152669,3184
Ford,Fiesta,1.2,Hybrid,1990,183409,1143
BMW,X3,2.0,Diesel,2000,166526,4882
Toyota,Yaris,1.4,Petrol,2012,58804,14002
BMW,M5,4.4,Petrol,2008,119007,29603
Nissan,Murano,1.6,Petrol,2009,81787,14395
Ford,Puma,1.4,Diesel,2015,27593,25752
Ford,Focus,1.4,Diesel,2010,46767,16624
Toyota,Yaris,1.2,Hybrid,1998,272784,1051
Toyota,Matrix,1.8,Hybrid,1988,121998,3192
Toyota,Matrix,1.4,Hybrid,2013,69994,21697
Nissan,Altima,2.0,Diesel,2020,24072,40575
Toyota,Yaris,1.4,Petrol,1985,170910,993
BMW,X3,3.0,Diesel,2004,114640,11835
Porsche,911,2.2,Petrol,1984,94328,6007
BMW,M5,5.0,Petrol,2015,12352,101223
Toyota,Corolla,1.8,Hybrid,2005,107442,13014
Ford,Puma,1.8,Diesel,2004,161315,5401
Ford,Focus,1.6,Diesel,2013,71834,18472
Toyota,Yaris,1.0,Petrol,2011,95234,8631
Ford,Fiesta,1.4,Petrol,2008,96328,6853
Nissan,Murano,1.8,Petrol,2019,26028,42274
Toyota,Corolla,2.4,Petrol,2015,46909,36873
Ford,Fiesta,1.2,Diesel,1995,117483,2392
Ford,Fiesta,1.0,Petrol,1997,182170,1402
Ford,Fiesta,1.2,Petrol,2005,62041,6576
Nissan,Juke,2.0,Petrol,2016,62807,19717
Toyota,Corolla,1.8,Hybrid,1995,234581,2294
Nissan,Murano,1.4,Diesel,1986,186856,1332
Nissan,Murano,1.8,Diesel,2001,102579,8105
Ford,Puma,1.4,Petrol,2011,93997,12230
Nissan,Murano,1.8,Diesel,2008,96051,13556
Toyota,Corolla,2.2,Hybrid,1990,144846,3955
Nissan,Juke,1.6,Petrol,2003,94178,5977
Nissan,Murano,2.0,Diesel,2014,32586,32290
Ford,Focus,1.4,Petrol,1996,103490,4237
Toyota,Yaris,1.0,Petrol,1993,176193,1368
Ford,Puma,1.6,Diesel,1994,278119,918
Toyota,Matrix,1.0,Hybrid,1995,79383,5182
Nissan,Altima,1.6,Petrol,2018,29908,29264
Ford,Fiesta,1.4,Petrol,1993,239945,759
Nissan,Altima,1.6,Diesel,2016,3500,31026
Ford,Fiesta,1.0,Petrol,1999,176496,1682
Nissan,Murano,1.8,Diesel,1998,100125,6756
Ford,Focus,1.0,Petrol,2008,123195,6866
Nissan,Altima,2.0,Petrol,1993,139016,2893
BMW,Z4,2.2,Petrol,1996,291198,1153
BMW,X3,2.0,Diesel,2012,67041,23116
Nissan,Juke,1.2,Petrol,1996,180738,1630
Ford,Puma,1.6,Diesel,2013,43809,21901
Toyota,Matrix,1.0,Hybrid,2012,83519,15641
Ford,Fiesta,1.4,Petrol,1995,86898,3081
Toyota,Matrix,1.0,Hybrid,2003,122101,6462
BMW,Z4,3.0,Petrol,1995,205454,2775
Toyota,Matrix,1.4,Hybrid,1999,165855,4113
Nissan,Murano,1.8,Petrol,2011,81593,17469
Ford,Focus,1.6,Diesel,2012,15602,24309
Porsche,911,3.0,Petrol,2016,46538,81514
Nissan,Murano,1.8,Diesel,1991,194124,1979
Toyota,Matrix,1.0,Hybrid,2009,92865,11987
Toyota,Corolla,1.8,Hybrid,2002,24099,18419
Porsche,718 Cayman,2.0,Petrol,2001,126204,7939
BMW,Z4,3.0,Petrol,1997,138740,5578
Toyota,Yaris,1.2,Petrol,1993,176121,1500
Nissan,Murano,1.8,Diesel,2016,47713,31970
Nissan,Murano,2.0,Diesel,1995,169236,3373
BMW,Z4,2.2,Petrol,2009,104999,13791
Ford,Fiesta,1.2,Petrol,2018,27198,19346
Nissan,Altima,2.0,Diesel,1995,193866,2190
Toyota,Yaris,1.0,Petrol,2001,172879,2399
Ford,Puma,1.4,Diesel,1996,196832,2061
Ford,Focus,1.4,Petrol,1995,167912,2377
Toyota,Yaris,1.4,Petrol,1988,203045,918
Toyota,Yaris,1.0,Petrol,2016,54269,15904
Ford,Focus,1.8,Petrol,1993,225853,1419
Toyota,Matrix,1.4,Hybrid,2013,61508,22945
Nissan,Altima,2.0,Diesel,2000,147704,4517
Ford,Fiesta,1.4,Petrol,2013,56819,12522
Nissan,Murano,1.8,Diesel,1994,242661,1563
Ford,Fiesta,1.4,Petrol,1998,141614,2487
BMW,X3,3.0,Diesel,2007,61443,21044
Nissan,Altima,1.8,Hybrid,2012,46662,22600
Ford,Puma,1.8,Diesel,2008,131865,8956
BMW,X3,3.0,Diesel,2015,64616,35137
Toyota,Corolla,2.0,Hybrid,1997,172058,4798
Ford,Focus,2.0,Diesel,2014,15561,31062
Nissan,Murano,1.8,Diesel,2016,30586,35409
Toyota,Corolla,2.2,Hybrid,1995,42921,11442
Nissan,Altima,2.0,Petrol,2004,106547,7743
Toyota,Yaris,1.0,Hybrid,1987,180319,1062
Nissan,Murano,2.0,Diesel,2018,36830,41123
Nissan,Murano,2.0,Diesel,2018,16317,46185
Nissan,Juke,1.6,Petrol,1998,179808,2169
Nissan,Murano,1.4,Diesel,2018,21094,37645
BMW,Z4,2.0,Petrol,2013,75066,21238
Nissan,Altima,1.4,Hybrid,2007,96580,10216
Nissan,Juke,1.6,Petrol,2010,128763,7347
Toyota,Matrix,1.0,Hybrid,2009,72512,13810
Nissan,Altima,1.4,Diesel,2013,29178,20681
Nissan,Juke,1.6,Petrol,1993,195321,1358
Ford,Puma,2.0,Diesel,2014,76372,21212
Nissan,Altima,1.4,Petrol,1997,218071,1609
Porsche,718 Cayman,2.0,Petrol,2013,100887,21400
Nissan,Murano,1.6,Diesel,2016,30156,33467
Toyota,Matrix,1.8,Hybrid,1998,143032,5265
Ford,Fiesta,1.2,Petrol,1989,98008,1766
Nissan,Altima,2.0,Petrol,1999,169158,3368
Nissan,Juke,1.4,Petrol,2001,95132,4859
Nissan,Murano,2.0,Diesel,2012,79743,20934
Nissan,Murano,1.4,Diesel,1990,224716,1243
Toyota,Yaris,1.2,Petrol,2013,62195,13556
Ford,Puma,1.8,Hybrid,1995,63637,7055
Toyota,Corolla,2.0,Petrol,2016,65976,31864
Nissan,Juke,1.4,Petrol,2003,124546,4454
Ford,Focus,1.6,Diesel,2007,101528,10047
Nissan,Altima,1.4,Petrol,2004,145373,4789
BMW,M5,4.4,Petrol,1991,179196,5836
Porsche,Cayenne,3.5,Petrol,1991,166829,4591
BMW,X3,3.0,Petrol,1993,231815,2012
Toyota,Matrix,1.0,Hybrid,2016,33685,28118
Toyota,Yaris,1.2,Hybrid,1991,153793,1899
Ford,Puma,1.6,Diesel,1995,187536,2235
Nissan,Altima,1.6,Petrol,2000,188818,2721
Nissan,Altima,1.6,Petrol,2019,33166,30697
BMW,M5,4.4,Petrol,2004,152894,17318
Nissan,Altima,2.0,Petrol,1988,209590,1138
Ford,Puma,1.4,Petrol,1997,175024,2534
Toyota,Matrix,1.4,Hybrid,1987,310526,495
Toyota,Corolla,2.0,Hybrid,2014,53552,36256
Nissan,Murano,1.8,Petrol,2008,147460,8687
Toyota,Yaris,1.0,Petrol,2003,79700,5650
Nissan,Murano,1.4,Diesel,1994,199088,2041
Toyota,Yaris,1.0,Hybrid,2005,99259,6743
BMW,Z4,2.0,Petrol,2005,86366,11523
Toyota,Corolla,2.4,Hybrid,1986,241187,1368
Toyota,Yaris,1.4,Hybrid,2012,60842,16583
Nissan,Altima,1.6,Petrol,2015,53180,20825
Toyota,Yaris,1.4,Petrol,2019,26253,27185
Ford,Focus,1.0,Diesel,2010,53668,13459
Toyota,Yaris,1.2,Petrol,2020,7417,29795
Toyota,Yaris,1.0,Hybrid,1999,156959,2879
Nissan,Murano,1.4,Diesel,2014,45740,24976
BMW,X3,2.0,Diesel,1990,205495,1789
Ford,Puma,2.0,Diesel,2020,24124,43806
Ford,Focus,1.4,Petrol,1998,149849,3373
Nissan,Altima,2.0,Petrol,1991,148692,2342
Toyota,Corolla,2.2,Hybrid,2006,177835,8730
Porsche,Cayenne,2.6,Petrol,1993,188358,3761
Toyota,Yaris,1.0,Petrol,2002,161623,2819
Nissan,Juke,1.0,Diesel,2002,113553,4022
Toyota,Matrix,1.8,Hybrid,2004,148855,7492
Ford,Fiesta,1.4,Petrol,1989,384077,146
BMW,Z4,3.0,Petrol,1999,148116,5909
Ford,Focus,1.4,Diesel,2011,69699,15340
Ford,Focus,1.8,Petrol,2007,124423,8536
Nissan,Murano,1.4,Petrol,2008,90732,11829
Nissan,Altima,1.4,Diesel,2012,45522,17562
Nissan,Altima,2.0,Hybrid,1993,77516,5492
